Q3624078	sovereign state
Q157146	French Resistance
Q938993	frivolous political party
Q17135847	quarter of Genoa
Q932586	filmmaking
Q29968296	artist's home
Q47512326	air cavalry unit
Q62127981	Service interétablissement de coopération documentaire
Q3491904	urban rail transit
Q56611604	Toboggan run
Q18692717	bobsleigh track
Q16239032	ministry of the colonies
Q4441660	Stinky
Q1967540	Confederated sejm
Q2996700	provinces of Denmark
Q904756	religious conversion
Q52154375	district or neighborhood of Los Angeles
Q47009508	piarist school
Q10373548	whisky distillery
Q1453733	Robert Award
Q628191	industrial action
Q2714144	bird sanctuary
Q832177	Sailing at the Summer Olympics
Q1701122	United States National Marine Sanctuary
Q182290	customs
Q3185361	comic magazine
Q1322589	Roman College
Q3327871	district municipality
Q7247618	Prodigy house
Q63208468	city in Ecuador
Q25289192	Hamburg state election
Q2179958	district of Peru
Q2089936	consulting company
Q169313	guanine
Q6501749	general secretary
Q4923114	blacklist
Q1415395	film industry
Q4418079	campaign setting
Q1686006	summer residence
Q4191404	ship-launched anti-aircraft missile
Q58878072	promo EP
Q59244106	game publisher
Q28121026	fictional parrot
Q368281	split album
Q671735	multimedia library
Q6925544	mountain range
Q170984	crown
Q1201922	wreath
Q3394118	metropolitan police
Q1548406	national theater
Q496341	free economic zone
Q60147807	automobile racing series
Q19824398	news bureau
Q24565470	fictional crab
Q3301455	precinct
Q17586363	poetry collection
Q69391739	Greek colony
Q3412198	consortium of universities in France
Q1069698	Major League Baseball All-Star Game
Q20180855	train ferry route
Q17455058	music museum
Q17325066	autonomous sector of Guinea-Bissau
Q1057026	cargo airline
Q61298024	neighborhood in Queens, New York City
Q3391469	planitia
Q2349866	Stimmkreis
Q43185013	maritime republic
Q57590076	hotel booking website
Q2543447	region of Nunavut
Q1066997	weir
Q55992286	translation award
Q1934476	Gallo-Roman museum
Q1625987	bantustan of South West Africa
Q18618822	national park of Iran
Q1349167	ground station
Q4712779	album musical
Q355437	Stift
Q746359	music industry
Q897303	Kirchenkreis
Q2911641	Symbiote
Q1681353	bog
Q28928544	fashion award
Q613729	Cabinet of Ministers of Ukraine
Q1232974	numismatic collection
Q61891263	None
Q662746	Peace Race
Q1321781	investment company
Q1538381	Wellington International Badminton Championships
Q856564	library association
Q4793045	combat arm
Q847109	dreadnought
Q50969307	health food chain
Q50870824	gourmet supermarket chain
Q81917	fortified tower
Q373074	suffragan diocese
Q654710	local particular church
Q202509	Chinatown
Q1579337	None
Q92086	promontory fort
Q40861	marble
Q612	Dubai
Q1846106	list of orders, decorations, and medals of the Russian Federation
Q836915	free state
Q58180408	air
Q56289984	Borders of Andorra
Q30017383	fictional organism
Q1030814	big tent
Q20671864	city or town in Tolkien's legendarium
Q53649729	helicopter airline
Q2091262	region of Singapore
Q223573	barony
Q2101791	Polizeipräsidium
Q152810	landfill
Q1391024	None
Q828359	commuter town
Q1114502	American comics
Q7948675	WD Austerity 2-10-0
Q64767588	demigod in a work of fiction
Q17326725	business group
Q6484056	land development
Q2010677	None
Q15217609	titular see
Q19791817	fictional noble family
Q717478	administrative territorial entity of the United Kingdom
Q61983760	women’s sports competition
Q68	computer
Q25907338	None
Q14875255	limited-access road
Q23013246	copy
Q537981	Angerdorf
Q19716577	synthesizer model
Q391640	modular synthesizer
Q3268757	analog synthesizer
Q47460286	national beach soccer team
Q828909	wharf
Q30309208	main house
Q29885778	fictional marsupial
Q7941026	Volunteer Force
Q838239	Andorian
Q1982918	online public access catalog
Q741118	tennis court
Q4826921	autopista
Q11086742	anime television program
Q1668185	Algeria International Badminton Championships
Q854845	Earth observation satellite
Q1714800	locational surname
Q816076	Bell’s Open Badminton Championships
Q1054782	Cercanías
Q962734	migration museum
Q533309	administrative territorial entity of Norway
Q7448010	self-administered zone of Burma
Q1410980	ironclad warship
Q7108	biotechnology
Q274079	quiz
Q1961493	guildhall
Q422638	action plan
Q5266746	development bank
Q42295484	None
Q16034435	maritime party
Q205895	landmass
Q3254133	List of longitudinal routes
Q865693	gift shop
Q2421212	caborde
Q701165	maquis
Q3628059	Athletics
Q12511	stairs
Q1110056	CEGEP
Q3308596	mayor–council government
Q3591520	public utility establishment
Q1533036	animal sanctuary
Q513550	hermitage
Q21190845	fictional duo
Q959309	coal mine
Q3173909	Minbari
Q1930187	journalist
Q16038801	contemporary art gallery
Q1470855	pocket park
Q687312	Vorort
Q619307	LNER Gresley Classes A1 and A3
Q63135297	None
Q27888335	short story serie
Q1462606	werewolves in Harry Potter
Q22669857	collage
Q66458650	sociological neighborhood
Q1649060	pro-cathedral
Q3152831	None
Q3351566	pargana
Q2006279	provincial park of Canada
Q1367821	subprefecture
Q2749813	churchyard
Q950431	swing bridge
Q13724255	rock-cut architecture
Q1370598	place of worship
Q724060	grooves
Q373661	cup and ring mark
Q2510436	vanity label
Q672502	Ernestine duchies
Q13216950	None
Q521839	shooting range
Q53815	canon
Q4378075	Commuter rail in North America
Q13227549	employees' union
Q23827464	markaz in Saudi Arabia
Q455550	camping
Q15063568	None
Q4534660	France national youth football team
Q1140845	subterranean river
Q15706911	fictional object
Q35509	cave
Q3867183	municipalità of Venice
Q1364157	philharmonic society
Q54891172	white king
Q20669447	public inquiry
Q4192722	None
Q1199344	rubber-tyred metro
Q12099171	mining company
Q29957908	academic building
Q12144057	private joint stock company
Q1551763	People's Commissariat
Q4216603	cascade
Q31532	farm team
Q6887204	mobile phone operator
Q4483543	physico-mathematical boarding school
Q4423780	dictionary of the Russian language
Q6664153	Local Health Board
Q47252234	Professional conservatory of music
Q21945604	national youth football team
Q2096204	American Indian boarding school
Q15643578	county of New South Wales
Q5177943	county record office
Q7374547	Royal Navy Dockyard
Q2945309	training ground
Q6313551	junior school
Q7899050	upper school
Q2811653	Plunger class
Q29348155	Deputy Premier of the Soviet Union
Q12362622	philanthropist
Q3243461	collector
Q3539922	Three-decker
Q2611489	defence work
Q923408	Gemini Award
Q2881199	public body
Q3406648	Producers Guild of America Award
Q6345062	None
Q369606	Hundred Flowers Awards
Q37073	pop music
Q3131754	national park of Guatemala
Q5851911	Maestranza de caballería
Q29980383	Vuelta al Tolima
Q494511	devi
Q11499011	None
Q46398483	textile factory
Q330284	marketplace
Q5594490	Grand Divisions of Tennessee
Q53706	robbery
Q5711091	armed robbery
Q22283753	Nigerian legislative election
Q149757	Compact Audio Cassette
Q7447785	selective school
Q1527859	law enforcement in the United Kingdom
Q652812	port authority
Q6035676	inner suburb
Q7448015	self-anchored suspension bridge
Q18342229	Slavic folk calendar
Q182391	motorcycle club
Q1748732	movie ranch
Q22341330	Sudanese general election
Q20136634	Wikipedia overview article
Q7697093	television play
Q2998430	interior
Q3524248	Vijay Awards
Q5419285	examination board
Q170063	wedding dress
Q200562	Who Wants to Be a Millionaire?
Q580148	employment website
Q754501	athenaeum
Q61085589	city administration
Q10395987	environmental protection area in Brazil
Q23807345	competition
Q3982946	robotic telescope
Q11549275	None
Q30168244	human hybrids in a work of fiction
Q47315	cavalry
Q11815270	Państwowy Instytut Badawczy
Q3326985	province court of Spain
Q18809877	rock
Q17480853	fictional moon
Q11028	information
Q3491832	review aggregator
Q3147563	None
Q485644	inter-Korean summits
Q2312563	None
Q16679327	None
Q1632481	RT-70
Q1468524	city center
Q5481629	Mediterranean Badminton Championships
Q14855244	Rowing at the Mediterranean Games
Q38926	news
Q23683568	ESRB rating category
Q5773747	historic house
Q3742740	Fergana Challenger
Q12359039	authority
Q2000969	Northern Badminton Championships
Q93716	Order of the Golden Spur
Q1128893	continue
Q11997323	lifeboat station
Q16846129	Nigeria at the FIFA World Cup
Q15941619	Argentina Junior International Badminton Championships
Q2564240	West Hants Badminton Championships
Q212198	pub
Q7444736	sector of Guinea-Bissau
Q55657615	commission
Q54660600	national cycling team
Q1544071	None
Q2321734	police procedural
Q1542174	Moscow Cup
Q24524653	Wikimedia thematic organization
Q1975176	schutterij
Q923298	string trio
Q29487505	United Ways
Q23308176	curling club
Q74002385	None
Q3238324	World War I memorial
Q380782	commander-in-chief
Q18667213	Wikidata property about Wikimedia categories
Q4339756	L'Open Emeraude Solaire de Saint-Malo
Q2426029	Women's European Volleyball Championship
Q332506	Belgium in the Eurovision Song Contest
Q42889	vehicle
Q4285979	gampong
Q17165317	Joint Task Force
Q2069086	steamdriven pumping station
Q620764	None
Q1595131	None
Q2550479	Washington State Open Badminton Championships
Q22980233	virtual reality headset
Q1863435	mid-air collision
Q91165	keep
Q748289	tribute
Q101965	experiment
Q1459367	Vuelta a la Comunidad de Madrid
Q13219666	tennis tournament
Q130222	Stuttgart Open
Q648751	Malta in the Eurovision Song Contest
Q784301	Auszeichnung
Q2435617	Paris–Roubaix Espoirs
Q459435	mockumentary
Q2093999	trail running
Q7810129	title of authority
Q19476593	police rank
Q5510053	fusillade
Q5429679	failed terrorism plot
Q28934204	train attack
Q69502940	polar expedition
Q1554737	Kreiz Breizh Elites
Q737988	patio
Q8343584	None
Q5640597	Hakone Ekiden
Q6130595	police raid
Q258699	Gramophone Classical Music Awards
Q986008	payment system
Q43109	referendum
Q1059994	Challenge Cup
Q134479	Croatia national football team
Q23925661	Ambassador of East Germany
Q38133278	ambassador to the Soviet Union
Q657221	dinner
Q2447768	roast
Q22952793	None
Q19571328	electoral result
Q23014490	city income class
Q1140575	Critérium International
Q189418	brigantine
Q66311333	Celestial
Q405510	Tour de Picardie
Q24618128	None
Q24716544	None
Q927635	round church
Q16621678	Platino Awards
Q636830	Olympic medal
Q10756188	treasury
Q1497483	memorial cross
Q28146956	Wikidata property to identify musical works
Q66117735	Wikidata property to identify albums
Q1993562	None
Q27048375	None
Q27048376	None
Q27048411	Norwegian Men's U23 National Road Race Championships
Q860750	racing video game
Q1792356	art book publisher
Q67374396	fictional muskrat
Q1185607	scene
Q7307	kiss
Q22908419	first interracial kiss on television
Q27684043	Vuelta a Colombia Femenina Oro y Paz
Q27032254	art archive
Q27921877	None
Q3591564	établissement public de coopération intercommunale
Q19417957	None
Q841645	Internet television
Q21996358	corporate scandal
Q918088	paper mill
Q173950	art dealer
Q28951018	KMRB rating category
Q28980086	RTC film classification category
Q7849	Abu Dhabi Grand Prix
Q1145523	collaboration
Q1044124	paten
Q1421870	Five Rings of Moscow
Q29969141	industrial landscape
Q5202369	Câmara Municipal
Q19828370	drawing series
Q14635346	multi-channel network
Q1784293	cordon
Q1964968	criminal investigation
Q21004260	inquiry
Q591041	scholarly publication
Q114768	granary
Q45182324	retracted paper
Q1394441	steering committee
Q21160378	contemporary art museum
Q722218	label
Q7229089	pop duo
Q9063445	None
Q254213	civil registry
Q55192982	Wikidata property related to historiography
Q42948	wall
Q1760864	nature documentary
Q18325841	public transport network
Q7163	politics
Q56377753	None
Q57216	plate
Q2115026	presentation program
Q16735782	Winston-Salem Cycling Classic
Q47320766	Parish of  Ayios Dhometios Municipality
Q47320938	Parish of Spilia
Q831525	blue-ribbon panel
Q22091865	communal section of Haiti
Q273615	sovkhoz
Q1957191	finishing school
Q49595720	Grand Prix international de la ville d'Alger
Q50330129	Tour of Mediterrennean
Q1817107	Dorpenomloop Rucphen
Q21050458	national biographical dictionary
Q64825396	Boglodite
Q18648407	animated webtoon
Q740406	Beylerbey
Q20820424	credit
Q16548549	USM International Badminton Championships
Q30904652	None
Q52412816	KAVI rating category
Q1613416	population size
Q16982488	Grand Prix de Plumelec-Morbihan Dames
Q31271454	None
Q16968990	complete edition
Q180733	lute
Q160117	broker
Q30051111	Horizon Park Women Challenge
Q27948	list
Q133067	mosaic
Q2670855	travel documentary
Q6460054	LSWR 415 class
Q55116891	Wikidata property related to poetry
Q55358140	caving incident
Q16211712	rescue operation
Q3538838	None
Q3821409	Cantilever spar cable-stayed bridge
Q1539580	pelike
Q1134627	kugel fountain
Q52735607	Indonesia Masters Super 100
Q48964712	Great War Remembrance Race
Q29292973	Badminton at the European Games
